ID,Review_Text,Avg_Historical_Rating,Sentiment_Score,Sentiment_Label
80087,"Pengiriman cepat, admin komunikatif. Laudantium accusantium quod.",4.4,0.55,positif
79554,"Secara umum oke, hanya respon chat kadang lambat. Animi dignissimos explicabo reiciendis eveniet beatae culpa eveniet.",4.01,-0.3,negatif
35966,"Pelayanan standar, masih bisa ditingkatkan. Ut magnam incidunt minus.",4.18,0.0,netral
8363,Selalu repeat order karena kualitasnya terjaga. Velit reiciendis doloremque placeat quibusdam nemo nisi.,4.34,0.25,positif
24961,"Pengiriman cepat, admin komunikatif. Sint fuga possimus iste.",4.31,0.55,positif
102235,"Pengiriman cepat, admin komunikatif. Libero possimus nam occaecati quibusdam.",5.0,0.55,positif
912,"Transaksi digital lancar, proses checkout tidak ribet. Ut recusandae earum commodi perspiciatis fugit voluptatem.",4.55,-0.25,negatif
16735,"Secara umum oke, hanya respon chat kadang lambat. Soluta nostrum nostrum vel odit distinctio culpa.",4.55,-0.3,negatif
107430,"Secara umum oke, hanya respon chat kadang lambat. Maiores enim ut necessitatibus.",4.14,-0.3,negatif
144236,"Harga dan kualitas seimbang, pengalaman biasa saja. Delectus odio itaque voluptatibus.",4.3,0.0,netral
90572,"Pengiriman cepat, admin komunikatif. Dolores tempora nisi corporis perspiciatis fugit nemo.",4.31,0.55,positif
92025,"Transaksi digital lancar, proses checkout tidak ribet. Voluptate tenetur soluta.",4.56,-0.25,negatif
112895,"Harga dan kualitas seimbang, pengalaman biasa saja. Nesciunt alias occaecati eveniet repellat ut quibusdam.",4.07,0.0,netral
109815,Respons admin lambat dan informasi kurang jelas. Itaque laudantium eius nihil quod ut facilis.,3.45,-0.55,negatif
79489,Aplikasi pemesanan mudah dipakai dan responsif. Saepe ad quia voluptates sunt beatae.,4.75,0.55,positif
86153,"Kualitas tidak konsisten, kadang bagus kadang kurang. Sint quis ipsum debitis.",3.65,-0.25,negatif
74478,"Harga dan kualitas seimbang, pengalaman biasa saja. Est earum consequuntur minus enim necessitatibus sapiente.",4.03,0.0,netral
28010,"Harga dan kualitas seimbang, pengalaman biasa saja. Voluptatum magni eum suscipit nihil pariatur.",4.17,0.0,netral
57353,"Produk cukup baik, kadang waktu tunggu agak lama. Ex eius suscipit.",3.86,0.0,netral
96580,Aplikasi pemesanan mudah dipakai dan responsif. Dolorem repellat nihil perspiciatis.,4.7,0.55,positif
52719,Aplikasi pemesanan mudah dipakai dan responsif. Ipsa unde dolor ipsum.,4.83,0.55,positif
135887,"Harga dan kualitas seimbang, pengalaman biasa saja. Velit inventore placeat quas repellendus iure ipsam.",4.59,0.0,netral
140913,"Harga dan kualitas seimbang, pengalaman biasa saja. Neque incidunt explicabo error nobis.",3.84,0.0,netral
133879,"Produk cukup baik, kadang waktu tunggu agak lama. Sint ea enim odit sapiente excepturi debitis.",4.68,0.0,netral
46053,Respons admin lambat dan informasi kurang jelas. Nobis quas molestiae aspernatur error architecto vel.,3.6,-0.55,negatif
40083,Selalu repeat order karena kualitasnya terjaga. Ratione aut corporis cum porro.,4.97,0.25,positif
5176,"Harga dan kualitas seimbang, pengalaman biasa saja. Sed ipsam accusantium ab alias.",4.0,0.0,netral
755,"Pelayanan standar, masih bisa ditingkatkan. Fugit necessitatibus non perspiciatis veniam fuga.",4.06,0.0,netral
15890,Harga naik tapi layanan tidak membaik. Non ipsum harum commodi.,3.39,-0.2,negatif
35780,"Sudah beberapa kali order, pengalaman makin menurun. Iusto dolorum praesentium.",2.66,-0.3,negatif
97415,Kadang stok kosong saat jam ramai. Similique incidunt eligendi id.,4.03,0.0,netral
32993,Selalu repeat order karena kualitasnya terjaga. Ad impedit eaque neque at quidem.,4.58,0.25,positif
39665,"Secara umum oke, hanya respon chat kadang lambat. Odio voluptates amet nemo provident doloribus quod.",3.86,-0.3,negatif
18502,"Pelayanan cepat dan ramah, pesanan selalu tepat. Natus repellendus iusto dolor itaque.",4.66,0.8,positif
33662,"Pelayanan standar, masih bisa ditingkatkan. Similique officia suscipit voluptatum vitae eligendi recusandae.",3.73,0.0,netral
108471,"Pelayanan standar, masih bisa ditingkatkan. Placeat tempore mollitia assumenda veniam magnam.",3.93,0.0,netral
3266,"Harga dan kualitas seimbang, pengalaman biasa saja. Ipsa ullam iste perferendis blanditiis quae deleniti.",4.21,0.0,netral
56969,Kadang stok kosong saat jam ramai. Quasi corrupti ipsum tenetur voluptas ea.,3.96,0.0,netral
55220,"Pelayanan standar, masih bisa ditingkatkan. Totam neque saepe magnam atque nemo blanditiis.",4.09,0.0,netral
39911,Kadang stok kosong saat jam ramai. Atque corrupti quisquam tenetur commodi quis quasi.,3.83,0.0,netral
49372,"Secara umum oke, hanya respon chat kadang lambat. Deserunt reiciendis provident facere dolores mollitia veniam.",3.64,-0.3,negatif
115935,"Secara umum oke, hanya respon chat kadang lambat. Ullam ut adipisci repudiandae similique maxime.",3.87,-0.3,negatif
49763,Harga naik tapi layanan tidak membaik. Fuga deserunt vel quibusdam dolores perspiciatis.,3.33,-0.2,negatif
48843,Aplikasi pemesanan mudah dipakai dan responsif. Deserunt beatae labore iure architecto reprehenderit.,4.56,0.55,positif
81322,"Kualitas produk konsisten, harga masih masuk akal. Minus doloremque quibusdam non.",4.45,0.2,positif
58894,"Pengiriman cepat, admin komunikatif. Rem deleniti suscipit rem.",4.22,0.55,positif
75201,"Produk cukup baik, kadang waktu tunggu agak lama. Ullam animi porro minima.",3.62,0.0,netral
15305,Selalu repeat order karena kualitasnya terjaga. Assumenda laudantium enim consectetur quisquam corrupti.,4.74,0.25,positif
1485,"Pelayanan standar, masih bisa ditingkatkan. Dolorum voluptatibus molestiae accusantium fugit quae laboriosam.",4.42,0.0,netral
108876,"Secara umum oke, hanya respon chat kadang lambat. Ipsa iusto sint doloribus.",4.0,-0.3,negatif
9652,"Transaksi digital lancar, proses checkout tidak ribet. Ut similique debitis nam suscipit sunt.",4.3,-0.25,negatif
75845,Aplikasi pemesanan mudah dipakai dan responsif. Tempora temporibus ex praesentium ab id.,4.8,0.55,positif
92839,"Transaksi digital lancar, proses checkout tidak ribet. Voluptates et facilis velit voluptatum.",4.96,-0.25,negatif
57115,"Pelayanan cepat dan ramah, pesanan selalu tepat. Corporis dolor tenetur dolorem nihil assumenda nihil sint.",4.8,0.8,positif
62825,Pesanan sering terlambat saat jam sibuk. Quibusdam earum aspernatur voluptas quibusdam temporibus.,3.64,-0.65,negatif
12686,Kadang stok kosong saat jam ramai. Beatae amet facilis dolore deserunt quaerat.,4.51,0.0,netral
93918,"Harga dan kualitas seimbang, pengalaman biasa saja. Eveniet fugiat vero error cum.",4.25,0.0,netral
31556,"Pengiriman cepat, admin komunikatif. Sint magni vitae saepe repudiandae nemo.",4.24,0.55,positif
16911,"Pelayanan standar, masih bisa ditingkatkan. Libero fugiat quam.",3.87,0.0,netral
113081,"Kualitas tidak konsisten, kadang bagus kadang kurang. Laboriosam veritatis laudantium.",3.28,-0.25,negatif
79799,Kadang stok kosong saat jam ramai. Adipisci doloremque quisquam.,3.75,0.0,netral
127035,"Harga dan kualitas seimbang, pengalaman biasa saja. Veritatis mollitia repudiandae tempore doloribus rerum tempora amet.",4.02,0.0,netral
30173,"Kualitas produk konsisten, harga masih masuk akal. Labore dolore ullam cum earum cumque nihil.",5.0,0.2,positif
93240,"Produk cukup baik, kadang waktu tunggu agak lama. Debitis quam quam vel.",4.25,0.0,netral
142184,"Produk cukup baik, kadang waktu tunggu agak lama. Optio quisquam inventore dolores quod reprehenderit ratione.",3.78,0.0,netral
138477,"Harga dan kualitas seimbang, pengalaman biasa saja. Magnam voluptates maiores occaecati at.",3.78,0.0,netral
19135,"Secara umum oke, hanya respon chat kadang lambat. Repudiandae inventore optio incidunt.",4.56,-0.3,negatif
19426,"Kualitas produk konsisten, harga masih masuk akal. Ipsa culpa consequuntur magni maiores.",4.32,0.2,positif
141425,Kadang stok kosong saat jam ramai. Nulla tempora ipsum beatae odio.,4.74,0.0,netral
59463,Aplikasi pemesanan mudah dipakai dan responsif. Vero totam blanditiis fuga consequatur suscipit illo.,4.68,0.55,positif
1271,"Harga dan kualitas seimbang, pengalaman biasa saja. Cumque voluptatem eos nemo veritatis maiores tempore.",4.86,0.0,netral
49456,Pesanan sering terlambat saat jam sibuk. Eligendi enim soluta esse natus.,3.62,-0.65,negatif
45232,"Secara umum oke, hanya respon chat kadang lambat. Distinctio odio perspiciatis repellendus.",3.97,-0.3,negatif
117075,Respons admin lambat dan informasi kurang jelas. Culpa vel inventore suscipit numquam voluptas dolorem.,3.75,-0.55,negatif
2294,"Kualitas tidak konsisten, kadang bagus kadang kurang. Nam vel impedit fuga provident reprehenderit.",3.71,-0.25,negatif
6786,"Kualitas tidak konsisten, kadang bagus kadang kurang. Mollitia occaecati officia hic eveniet saepe.",3.63,-0.25,negatif
83390,Aplikasi pemesanan mudah dipakai dan responsif. Blanditiis provident deserunt debitis.,4.45,0.55,positif
41638,"Pelayanan standar, masih bisa ditingkatkan. Eaque cupiditate hic nobis.",4.1,0.0,netral
23895,"Pengiriman cepat, admin komunikatif. Ipsa voluptatum quod eveniet.",4.62,0.55,positif
80881,"Produk cukup baik, kadang waktu tunggu agak lama. Qui corrupti rerum voluptatum quisquam fuga.",3.6,0.0,netral
99967,"Secara umum oke, hanya respon chat kadang lambat. Praesentium tempore quibusdam.",4.05,-0.3,negatif
5956,"Pengiriman cepat, admin komunikatif. Explicabo rem voluptate quisquam accusantium provident.",5.0,0.55,positif
58577,"Pelayanan cepat dan ramah, pesanan selalu tepat. Quo nulla explicabo quis.",5.0,0.8,positif
9458,"Secara umum oke, hanya respon chat kadang lambat. Soluta dolorem dolor ducimus iusto.",4.27,-0.3,negatif
131497,"Pelayanan standar, masih bisa ditingkatkan. Repellat distinctio ducimus a quis ex.",4.58,0.0,netral
57745,"Transaksi digital lancar, proses checkout tidak ribet. Possimus dolor aut amet eum qui distinctio.",4.5,-0.25,negatif
119278,"Pelayanan standar, masih bisa ditingkatkan. Amet velit doloribus deserunt illum.",4.36,0.0,netral
4283,"Transaksi digital lancar, proses checkout tidak ribet. Et ratione fugiat vitae.",4.36,-0.25,negatif
15401,Selalu repeat order karena kualitasnya terjaga. Ex tempora nemo laboriosam alias ea maiores.,4.23,0.25,positif
88746,"Kualitas tidak konsisten, kadang bagus kadang kurang. Eligendi non sequi eius animi.",3.54,-0.25,negatif
108442,"Secara umum oke, hanya respon chat kadang lambat. Deleniti eos consequuntur dolor amet.",3.77,-0.3,negatif
123756,"Pelayanan standar, masih bisa ditingkatkan. Recusandae recusandae enim saepe saepe a sed.",4.22,0.0,netral
46260,"Pelayanan standar, masih bisa ditingkatkan. Consequatur mollitia eveniet possimus deserunt consectetur.",4.19,0.0,netral
31384,"Harga dan kualitas seimbang, pengalaman biasa saja. Iste praesentium accusantium perspiciatis dolorum praesentium totam.",4.25,0.0,netral
73544,Selalu repeat order karena kualitasnya terjaga. Sunt quasi omnis ut mollitia.,4.35,0.25,positif
104754,"Kualitas produk konsisten, harga masih masuk akal. Ad facere tempora explicabo debitis.",4.23,0.2,positif
88003,"Pelayanan standar, masih bisa ditingkatkan. Repudiandae labore deserunt asperiores voluptatibus.",4.35,0.0,netral
64213,"Harga dan kualitas seimbang, pengalaman biasa saja. Laborum vitae ex minima non odit unde vitae.",4.41,0.0,netral
75872,"Pelayanan standar, masih bisa ditingkatkan. Temporibus occaecati cupiditate blanditiis voluptatibus.",3.92,0.0,netral
124562,"Produk cukup baik, kadang waktu tunggu agak lama. Delectus laborum quidem facilis.",4.06,0.0,netral
108035,"Secara umum oke, hanya respon chat kadang lambat. Autem perspiciatis temporibus molestias harum aspernatur laborum.",4.34,-0.3,negatif
22219,"Pelayanan cepat dan ramah, pesanan selalu tepat. Quisquam amet veniam ullam mollitia voluptate repellendus.",4.44,0.8,positif
12537,"Kualitas tidak konsisten, kadang bagus kadang kurang. Inventore ipsam rerum maiores necessitatibus porro.",3.65,-0.25,negatif
58400,"Produk cukup baik, kadang waktu tunggu agak lama. Possimus ipsum error natus nam reiciendis.",3.42,0.0,netral
1556,"Pelayanan cepat dan ramah, pesanan selalu tepat. A assumenda reprehenderit numquam laboriosam atque.",4.79,0.8,positif
137225,"Produk cukup baik, kadang waktu tunggu agak lama. Excepturi nulla nostrum illo a.",3.91,0.0,netral
34251,"Transaksi digital lancar, proses checkout tidak ribet. Et qui mollitia reprehenderit ipsam corporis sunt.",4.27,-0.25,negatif
36441,"Transaksi digital lancar, proses checkout tidak ribet. Nemo in tempora cumque perferendis.",4.38,-0.25,negatif
77564,"Transaksi digital lancar, proses checkout tidak ribet. Voluptas corrupti modi optio.",4.21,-0.25,negatif
133828,Kadang stok kosong saat jam ramai. Cumque sed fugiat molestiae fugit ducimus repellendus.,3.82,0.0,netral
30729,"Pelayanan standar, masih bisa ditingkatkan. Beatae occaecati non impedit eum tenetur maxime.",3.43,0.0,netral
68839,"Pelayanan standar, masih bisa ditingkatkan. Dolorum omnis est laboriosam distinctio sed.",4.05,0.0,netral
146252,Kadang stok kosong saat jam ramai. Ipsum qui blanditiis quis aut totam.,4.06,0.0,netral
82706,Proses pembayaran sering bermasalah. Itaque veritatis illum labore.,3.51,-0.35,negatif
43106,"Harga dan kualitas seimbang, pengalaman biasa saja. Architecto a sint asperiores magni.",4.0,0.0,netral
56727,Kadang stok kosong saat jam ramai. Deserunt cumque nihil ullam laudantium deleniti amet.,4.14,0.0,netral
54035,"Pelayanan cepat dan ramah, pesanan selalu tepat. Ut vel rem cupiditate iste.",4.54,0.8,positif
65982,"Sudah beberapa kali order, pengalaman makin menurun. Eius earum vel cumque.",3.09,-0.3,negatif
22357,Respons admin lambat dan informasi kurang jelas. Modi harum accusamus deleniti facilis dolorum autem.,2.11,-0.55,negatif
11429,"Transaksi digital lancar, proses checkout tidak ribet. Dicta magnam quidem consectetur.",4.36,-0.25,negatif
122685,Kadang stok kosong saat jam ramai. Facere reprehenderit placeat voluptates cumque nostrum.,3.77,0.0,netral
12509,"Pengiriman cepat, admin komunikatif. Enim consequuntur nam voluptates quia consequuntur in.",4.29,0.55,positif
55506,"Produk cukup baik, kadang waktu tunggu agak lama. Sunt pariatur similique necessitatibus tenetur ad praesentium.",3.79,0.0,netral
49732,Selalu repeat order karena kualitasnya terjaga. Dignissimos temporibus aliquid vitae quibusdam magni.,4.6,0.25,positif
141830,Harga naik tapi layanan tidak membaik. Numquam eum ducimus.,3.79,-0.2,negatif
17328,Aplikasi pemesanan mudah dipakai dan responsif. Quisquam eum aliquid veritatis ea.,4.26,0.55,positif
65591,"Produk cukup baik, kadang waktu tunggu agak lama. Nulla quidem quibusdam quas dolores excepturi libero.",3.91,0.0,netral
8016,"Pelayanan cepat dan ramah, pesanan selalu tepat. Occaecati officia eligendi iste molestias itaque repellat.",4.27,0.8,positif
114772,"Pengiriman cepat, admin komunikatif. Magni a laborum nisi esse veniam non architecto.",4.33,0.55,positif
104227,"Secara umum oke, hanya respon chat kadang lambat. Quae enim aliquam voluptatibus labore voluptates reiciendis.",4.19,-0.3,negatif
66421,Pesanan sering terlambat saat jam sibuk. Odio eaque molestiae dolorem.,3.87,-0.65,negatif
6891,"Kualitas produk konsisten, harga masih masuk akal. Quaerat dicta eaque perferendis vitae.",4.51,0.2,positif
32304,"Produk cukup baik, kadang waktu tunggu agak lama. Incidunt voluptatem minus consectetur accusantium.",4.45,0.0,netral
30966,"Sudah beberapa kali order, pengalaman makin menurun. Quibusdam officiis ullam odit error ratione est.",3.65,-0.3,negatif
91523,"Kualitas produk konsisten, harga masih masuk akal. Modi sit delectus odio laboriosam aspernatur.",4.2,0.2,positif
56325,Aplikasi pemesanan mudah dipakai dan responsif. Dolor harum quae temporibus itaque omnis nobis.,4.85,0.55,positif
137161,Harga naik tapi layanan tidak membaik. Eum similique explicabo minima ipsum optio perspiciatis.,3.33,-0.2,negatif
65117,"Secara umum oke, hanya respon chat kadang lambat. Occaecati maxime dolore perspiciatis quaerat voluptatum eligendi.",4.14,-0.3,negatif
128814,Respons admin lambat dan informasi kurang jelas. Architecto corrupti mollitia dolores.,3.33,-0.55,negatif
9280,Selalu repeat order karena kualitasnya terjaga. Nihil iste libero rem animi.,5.0,0.25,positif
4529,"Kualitas produk konsisten, harga masih masuk akal. Eos corporis sequi voluptas.",4.58,0.2,positif
117849,"Produk cukup baik, kadang waktu tunggu agak lama. Ullam commodi accusamus.",4.32,0.0,netral
27167,"Produk cukup baik, kadang waktu tunggu agak lama. Ea iusto quos recusandae.",4.83,0.0,netral
49405,"Kualitas tidak konsisten, kadang bagus kadang kurang. Assumenda totam molestiae.",3.08,-0.25,negatif
109757,"Harga dan kualitas seimbang, pengalaman biasa saja. Iusto corrupti quam dolorem similique perspiciatis eius.",4.06,0.0,netral
76403,"Harga dan kualitas seimbang, pengalaman biasa saja. Veritatis tenetur aperiam consectetur aliquam.",4.04,0.0,netral
71216,"Produk cukup baik, kadang waktu tunggu agak lama. Alias dolore repudiandae.",4.63,0.0,netral
29619,"Secara umum oke, hanya respon chat kadang lambat. Blanditiis laborum harum commodi veritatis laboriosam corporis.",4.26,-0.3,negatif
133545,"Kualitas produk konsisten, harga masih masuk akal. Quisquam error dolore nihil quaerat enim.",4.75,0.2,positif
118281,"Pelayanan standar, masih bisa ditingkatkan. Odit eum molestiae possimus.",4.13,0.0,netral
136515,"Secara umum oke, hanya respon chat kadang lambat. Temporibus saepe et ducimus beatae ea repellat.",4.42,-0.3,negatif
121043,"Pelayanan cepat dan ramah, pesanan selalu tepat. Soluta atque consequatur nostrum aspernatur.",4.41,0.8,positif
55358,"Kualitas produk konsisten, harga masih masuk akal. Dicta possimus adipisci pariatur ipsum voluptate dignissimos.",4.33,0.2,positif
122200,Aplikasi pemesanan mudah dipakai dan responsif. Officiis dolor earum ducimus iure natus dicta in.,4.37,0.55,positif
142451,Kadang stok kosong saat jam ramai. Maiores eaque minima voluptas.,4.04,0.0,netral
26097,"Harga dan kualitas seimbang, pengalaman biasa saja. Deserunt accusamus tempore eum.",3.7,0.0,netral
9584,"Pengiriman cepat, admin komunikatif. Dolore modi sed aliquam.",4.76,0.55,positif
107742,"Harga dan kualitas seimbang, pengalaman biasa saja. Commodi perferendis aliquam perspiciatis vero magni dignissimos repellendus.",3.85,0.0,netral
55031,"Secara umum oke, hanya respon chat kadang lambat. Quo necessitatibus officiis occaecati iste.",3.83,-0.3,negatif
28635,"Pelayanan cepat dan ramah, pesanan selalu tepat. Quo natus assumenda molestias.",4.63,0.8,positif
88209,Proses pembayaran sering bermasalah. Est est aliquid magnam ea mollitia a.,3.79,-0.35,negatif
53666,"Kualitas produk konsisten, harga masih masuk akal. Corporis ad iusto illum.",4.75,0.2,positif
104551,Selalu repeat order karena kualitasnya terjaga. Dolor illum eligendi quis quae explicabo blanditiis.,4.39,0.25,positif
24193,"Harga dan kualitas seimbang, pengalaman biasa saja. Beatae quaerat corrupti voluptate numquam minus at.",4.0,0.0,netral
81556,"Kualitas tidak konsisten, kadang bagus kadang kurang. Dolorum reprehenderit debitis non dignissimos rerum.",3.52,-0.25,negatif
139132,Kadang stok kosong saat jam ramai. Iusto repudiandae id eius omnis.,3.63,0.0,netral
145933,"Harga dan kualitas seimbang, pengalaman biasa saja. Praesentium expedita veritatis optio qui corrupti sapiente.",4.09,0.0,netral
68533,Aplikasi pemesanan mudah dipakai dan responsif. Laborum quibusdam maiores iure modi nemo assumenda.,4.63,0.55,positif
16136,"Kualitas produk konsisten, harga masih masuk akal. Dicta laudantium saepe omnis suscipit quisquam.",5.0,0.2,positif
148714,Proses pembayaran sering bermasalah. Doloremque molestiae voluptate quae ipsum officiis molestiae.,3.7,-0.35,negatif
76577,Selalu repeat order karena kualitasnya terjaga. Tempore veniam voluptates eius quod.,4.52,0.25,positif
48889,"Harga dan kualitas seimbang, pengalaman biasa saja. Commodi eum mollitia beatae blanditiis.",4.09,0.0,netral
87525,"Secara umum oke, hanya respon chat kadang lambat. Eum voluptates a.",4.33,-0.3,negatif
79458,"Produk cukup baik, kadang waktu tunggu agak lama. Qui ex quas eaque facere veniam quas.",4.64,0.0,netral
149244,"Harga dan kualitas seimbang, pengalaman biasa saja. Rerum corrupti facere.",3.59,0.0,netral
3484,Kadang stok kosong saat jam ramai. Maxime quidem cum adipisci recusandae.,3.83,0.0,netral
16465,"Kualitas tidak konsisten, kadang bagus kadang kurang. Eaque nam consequuntur temporibus.",3.59,-0.25,negatif
35592,Harga naik tapi layanan tidak membaik. Cumque occaecati architecto voluptatum vitae vitae repellat asperiores.,1.67,-0.2,negatif
3024,Pesanan sering terlambat saat jam sibuk. Commodi pariatur enim debitis tenetur officia adipisci.,3.45,-0.65,negatif
14434,"Kualitas tidak konsisten, kadang bagus kadang kurang. Sequi laboriosam deserunt ut asperiores ea ea.",3.33,-0.25,negatif
110535,"Secara umum oke, hanya respon chat kadang lambat. Dolorum unde illo officiis mollitia.",3.84,-0.3,negatif
145236,"Secara umum oke, hanya respon chat kadang lambat. Assumenda omnis molestiae ipsum.",3.96,-0.3,negatif
119683,"Sudah beberapa kali order, pengalaman makin menurun. Minima temporibus accusantium laboriosam.",3.33,-0.3,negatif
9472,Selalu repeat order karena kualitasnya terjaga. Cupiditate adipisci earum ullam recusandae aliquid molestiae.,4.35,0.25,positif
88647,"Pengiriman cepat, admin komunikatif. Inventore doloribus quae sapiente at.",4.48,0.55,positif
45540,"Harga dan kualitas seimbang, pengalaman biasa saja. Recusandae ex labore.",3.97,0.0,netral
10058,"Pelayanan standar, masih bisa ditingkatkan. Voluptatem sint nemo dignissimos debitis aspernatur.",3.65,0.0,netral
115070,"Pelayanan standar, masih bisa ditingkatkan. Libero nesciunt dolorum rem maiores ea.",4.43,0.0,netral
53452,Pesanan sering terlambat saat jam sibuk. Necessitatibus dolorum quaerat fugiat eveniet facilis.,3.3,-0.65,negatif
90606,"Kualitas produk konsisten, harga masih masuk akal. Enim magnam eligendi modi quae explicabo voluptate suscipit.",4.53,0.2,positif
127182,"Produk cukup baik, kadang waktu tunggu agak lama. Nam veritatis nesciunt occaecati.",4.04,0.0,netral
119761,"Harga dan kualitas seimbang, pengalaman biasa saja. Sequi unde eos maxime itaque.",3.94,0.0,netral
64072,"Pelayanan cepat dan ramah, pesanan selalu tepat. Sunt accusantium cumque minima explicabo architecto saepe suscipit.",4.36,0.8,positif
39962,"Secara umum oke, hanya respon chat kadang lambat. Ut deserunt placeat minima soluta itaque.",4.16,-0.3,negatif
141635,"Secara umum oke, hanya respon chat kadang lambat. Aspernatur voluptatum rem quod omnis.",3.94,-0.3,negatif
63093,"Pengiriman cepat, admin komunikatif. Fuga eaque harum non temporibus repudiandae porro.",4.93,0.55,positif
90948,"Secara umum oke, hanya respon chat kadang lambat. Et eum delectus ea ut molestiae aut.",3.73,-0.3,negatif
23335,"Kualitas produk konsisten, harga masih masuk akal. Voluptatum laboriosam sit quidem.",4.57,0.2,positif
98328,Respons admin lambat dan informasi kurang jelas. Ullam harum fugiat.,3.7,-0.55,negatif
66678,Aplikasi pemesanan mudah dipakai dan responsif. Quidem beatae illo dignissimos iusto voluptate dolore.,4.71,0.55,positif
37314,"Kualitas produk konsisten, harga masih masuk akal. Possimus commodi non enim.",4.47,0.2,positif
126335,"Kualitas produk konsisten, harga masih masuk akal. Vero quis at dignissimos aspernatur.",4.52,0.2,positif
54746,"Kualitas produk konsisten, harga masih masuk akal. Eligendi voluptate dolorum laborum.",4.39,0.2,positif
79836,Kadang stok kosong saat jam ramai. Tenetur nam ipsa natus quo repellendus vitae incidunt.,4.62,0.0,netral
1538,"Produk cukup baik, kadang waktu tunggu agak lama. Ratione quam aliquid ipsa in.",4.07,0.0,netral
36841,Kadang stok kosong saat jam ramai. Explicabo neque quos id eos earum.,4.09,0.0,netral
51042,"Kualitas produk konsisten, harga masih masuk akal. Blanditiis unde voluptas blanditiis laboriosam.",4.21,0.2,positif
96030,"Harga dan kualitas seimbang, pengalaman biasa saja. Ex fuga autem deserunt eius et ipsum.",4.01,0.0,netral
74026,Selalu repeat order karena kualitasnya terjaga. Unde dolore temporibus quasi iste atque.,4.34,0.25,positif
92235,"Sudah beberapa kali order, pengalaman makin menurun. Facere et nulla impedit doloremque fugiat.",3.69,-0.3,negatif
50283,"Pengiriman cepat, admin komunikatif. Tempora cumque quod quas accusamus possimus velit.",4.41,0.55,positif
93366,Aplikasi pemesanan mudah dipakai dan responsif. Facilis repellat hic iusto illum temporibus.,4.37,0.55,positif
64532,Kadang stok kosong saat jam ramai. Amet accusantium reprehenderit labore.,4.15,0.0,netral
90796,Selalu repeat order karena kualitasnya terjaga. Assumenda voluptates eligendi magni ducimus magni explicabo nam.,4.55,0.25,positif
125771,"Transaksi digital lancar, proses checkout tidak ribet. Debitis unde nam eaque sequi beatae.",4.74,-0.25,negatif
10662,"Pelayanan cepat dan ramah, pesanan selalu tepat. Modi explicabo recusandae ut.",4.33,0.8,positif
149922,"Sudah beberapa kali order, pengalaman makin menurun. Hic culpa voluptatem omnis.",3.54,-0.3,negatif
75194,"Pelayanan standar, masih bisa ditingkatkan. Quae laudantium eum beatae quos esse id.",3.03,0.0,netral
135184,Aplikasi pemesanan mudah dipakai dan responsif. Voluptate voluptatem aliquam fugit.,4.59,0.55,positif
44398,"Pelayanan cepat dan ramah, pesanan selalu tepat. Neque totam dolore ratione.",4.45,0.8,positif
72384,"Produk cukup baik, kadang waktu tunggu agak lama. Corporis dolorum dolore consequuntur consequuntur.",3.43,0.0,netral
18799,Kadang stok kosong saat jam ramai. Dolor qui incidunt.,3.5,0.0,netral
116214,Kadang stok kosong saat jam ramai. Alias amet voluptatibus dolorem odio.,3.95,0.0,netral
19028,Aplikasi pemesanan mudah dipakai dan responsif. Eum vel rem inventore.,4.57,0.55,positif
60020,"Produk cukup baik, kadang waktu tunggu agak lama. Reprehenderit quaerat at expedita sed esse animi eum.",4.06,0.0,netral
77131,"Pengiriman cepat, admin komunikatif. Ipsum quo ducimus distinctio voluptatum.",4.58,0.55,positif
18461,"Pelayanan cepat dan ramah, pesanan selalu tepat. Ab veniam voluptatum earum incidunt mollitia minus quia.",4.97,0.8,positif
122347,"Harga dan kualitas seimbang, pengalaman biasa saja. Nulla repellat sint est.",3.67,0.0,netral
144234,"Produk cukup baik, kadang waktu tunggu agak lama. Voluptatum facilis laudantium corporis dolorum.",4.14,0.0,netral
47104,Harga naik tapi layanan tidak membaik. Iste veritatis excepturi aspernatur.,3.77,-0.2,negatif
71724,Kadang stok kosong saat jam ramai. Alias quo repellendus rerum molestias amet fuga.,3.86,0.0,netral
33124,"Pengiriman cepat, admin komunikatif. Assumenda architecto consequatur itaque et perferendis sequi.",4.82,0.55,positif
145010,Aplikasi pemesanan mudah dipakai dan responsif. Veritatis quo ut ex.,4.62,0.55,positif
27814,"Kualitas produk konsisten, harga masih masuk akal. Occaecati in adipisci veritatis.",4.61,0.2,positif
18642,"Pelayanan standar, masih bisa ditingkatkan. Ipsa amet perspiciatis reprehenderit velit.",4.11,0.0,netral
137242,"Pelayanan cepat dan ramah, pesanan selalu tepat. Autem ipsa ipsum necessitatibus occaecati corrupti sequi.",4.61,0.8,positif
56561,"Pengiriman cepat, admin komunikatif. Modi repellendus minima delectus.",4.69,0.55,positif
108714,"Pengiriman cepat, admin komunikatif. Libero occaecati debitis voluptatum optio.",4.79,0.55,positif
1660,Selalu repeat order karena kualitasnya terjaga. Corporis similique debitis aspernatur ex voluptates et.,4.23,0.25,positif
65468,"Pelayanan cepat dan ramah, pesanan selalu tepat. Dicta ea vitae.",4.26,0.8,positif
73662,"Pelayanan standar, masih bisa ditingkatkan. Possimus iure quia fuga fugiat ipsum.",4.07,0.0,netral
